ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,FNS31757,31757.TXT,0.31406,0.08632,0.13542,4

ROUGE-L+StopWordRemoval,FNS31879,31879.TXT,0.56088,0.22438,0.32053,4

ROUGE-1+StopWordRemoval,FNS31879,31879.TXT,0.48793,0.12988,0.20515,4

ROUGE-2+StopWordRemoval,FNS31879,31879.TXT,0.19243,0.04253,0.06967,4

ROUGE-SU4+StopWordRemoval,FNS31879,31879.TXT,0.27334,0.06233,0.10152,4

ROUGE-L+StopWordRemoval,FNS32848,32848.TXT,0.51626,0.28353,0.36603,3

ROUGE-1+StopWordRemoval,FNS32848,32848.TXT,0.58501,0.19546,0.29302,3

ROUGE-2+StopWordRemoval,FNS32848,32848.TXT,0.22442,0.07539,0.11287,3

ROUGE-SU4+StopWordRemoval,FNS32848,32848.TXT,0.33034,0.11060,0.16572,3

ROUGE-L+StopWordRemoval,FNS31517,31517.TXT,0.50808,0.26779,0.35072,4

ROUGE-1+StopWordRemoval,FNS31517,31517.TXT,0.53356,0.19743,0.28821,4

ROUGE-2+StopWordRemoval,FNS31517,31517.TXT,0.19294,0.06620,0.09858,4

ROUGE-SU4+StopWordRemoval,FNS31517,31517.TXT,0.29832,0.10306,0.15320,4

ROUGE-L+StopWordRemoval,FNS32849,32849.TXT,0.39930,0.43709,0.41734,3

ROUGE-1+StopWordRemoval,FNS32849,32849.TXT,0.44436,0.45660,0.45039,3

ROUGE-2+StopWordRemoval,FNS32849,32849.TXT,0.15953,0.16200,0.16075,3

ROUGE-SU4+StopWordRemoval,FNS32849,32849.TXT,0.25205,0.24345,0.24767,3

ROUGE-L+StopWordRemoval,FNS32609,32609.TXT,0.52672,0.21778,0.30815,3

ROUGE-1+StopWordRemoval,FNS32609,32609.TXT,0.63028,0.16233,0.25817,3

ROUGE-2+StopWordRemoval,FNS32609,32609.TXT,0.22445,0.05740,0.09142,3

ROUGE-SU4+StopWordRemoval,FNS32609,32609.TXT,0.32863,0.08648,0.13693,3

